item	file	line	kind	origin	status	evidence
draw_subtitle	src/engine.rs	4855	fn		DATA?	/// Draw a subtitle line into the framebuffer at the game's subtitle reveal /// position (scene band, `SUBTITLE_X`/`SUBTITLE_Y` = 10/8) using the game font. /// The scene band's talk-HNM background co
draw_subtitle_revealed	src/engine.rs	4875	fn	0x3630	ASM	/// Draw the pre-wrapped subtitle with only the first `visible` characters /// shown, the newest in the reveal-edge colour — the game's per-character /// reveal. Non-visible characters are not drawn y
render_dialogue_frame	src/engine.rs	5018	fn	0x2B97,0x79E5	ASM?	/// Render the current dialogue line's frame into the framebuffer: clear, then /// draw the reconstructed subtitle text. (The talk-HNM scene background layer /// composites behind this once the HNM de
BOX_OPEN_PHASES	src/engine.rs	5034	const	0x2B97,0x79E5	ASM?	// BOX-OPEN ANIMATION — the game's 6-phase zoom (table DS:0x2B97, driver // screen_mode_update 0x79E5): {x,y,w,h} growing from a point to the // full 320x130 presentation frame, 0xE0 fill with an 0xEF
first_scene_hnm_stem	src/engine.rs	5139	fn		DATA?	/// Lowercase file stem of the first resolved talk-HNM in the loaded dialogue, so a /// driver can look its background music up via `DescriptDb::hnm_music_map`.
take_nav_selection	src/engine.rs	5151	fn		UNVERIFIED	/// Take the pending nav destination selection (the compass heading the player /// clicked in the nav view), clearing it. A driver polls this each frame to load /// the selected destination's dialogue
poll_input	src/engine.rs	5157	fn	0x70E	ASM?	/// The mouse input poll (`0:0x70E`): store the frame's cursor state and, if the /// cursor moved since last frame, reset the idle timer; otherwise advance it.
step	src/engine.rs	5172	fn	0x0FFB	ASM?	/// One iteration of the top-level dispatch loop (`0x0FFB`). Ordered to match the /// decoded engine: poll input → (reset render state) → (render subsystems) → /// on-ship gate → countdown. Rendering 
mode_x_offset	src/engine.rs	5352	fn	0x299,0x498	ASM?	/// The game's mode-X screen address for pixel `(x, y)` — `(byte_offset, plane)` where /// `byte_offset = y*80 + x/4` and `plane = x & 3`, exactly as `graphics_plot_modex` /// (`0x299:0x498`) computes
signed_i16_engine	src/engine.rs	5361	fn		UNVERIFIED	/// Invert [`mode_x_offset`] back to the linear framebuffer index the engine uses: /// `byte_offset*4 + plane`. Equals `y*ENGINE_SCREEN_WIDTH + x`, proving the two layouts /// address the same pixel. 
mode_x_to_linear	src/engine.rs	5384	fn	0x3428,0x299,0x498,0x3461,0x3464,0x3467,0x346B,0x3c4	ASM	/// Invert the game's mode-X addressing: a `(plane byte offset, plane)` pair back /// to a linear framebuffer index. /// /// The forward mapping is in the mode-X plot at `0x3428` (`graphics_plot_modex
ACTIVE	src/entity.rs	9	const		UNVERIFIED	/// `0x80` — the object is active (gates every state change).
STATE0	src/entity.rs	11	const		UNVERIFIED	/// `0x01` — state bit 0 (advances to [`STATE1`]).
STATE1	src/entity.rs	13	const		UNVERIFIED	/// `0x02` — state bit 1 (set when STATE0 advances).
TOGGLE5	src/entity.rs	15	const		UNVERIFIED	/// `0x20` — a toggle state (bit 5).
TOGGLE6	src/entity.rs	17	const		UNVERIFIED	/// `0x40` — a toggle state (bit 6).
SOURCE	src/entity.rs	19	const		UNVERIFIED	/// `0x04` — carried from the source data during populate.
INIT	src/entity.rs	21	const		UNVERIFIED	/// The initial flags an object is populated with (`0x83` = active + state0 + state1).
EntityObject	src/entity.rs	26	struct		UNVERIFIED	/// A runtime object instance — the decoded 32-byte `entity_object_table` record. /// `+0x00` flags word (see [`flag`]). /// `+0x04`/`+0x06` far pointer to the object's data (segment, offset) in a res
populate	src/entity.rs	42	fn		UNVERIFIED	/// Populate an object as the decoded `entity_object_populate` routines do: flags = /// `(source & 0x04) | 0x83`, and `init_pos` backs up `pos`.
is_active	src/entity.rs	53	fn		UNVERIFIED	/// Whether the object is active (`+0x00 & 0x80`).
advance_state	src/entity.rs	59	fn	0x41d1	ORACLE	/// The decoded state advance (`0x41d1`): only when active and STATE0 is set, clear /// STATE0 and set STATE1.
toggle	src/entity.rs	83	fn	0x428C,0x4270,0x42AB,0x4299,0x429D,0x429F,0x42A3,0x420D	ASM	/// The decoded toggle-family behaviour (`0x428C`, and its siblings `0x4270`, /// `0x42AB`, ...): only when active, toggle `mask`, then if STATE0 is set — /// tested AFTER the toggle, as the original 
reset_position	src/entity.rs	94	fn		UNVERIFIED	/// Reset the object's position to its populated initial backup (`+0x14/+0x16`).
ExtWorld	src/ext.rs	23	struct		UNVERIFIED	/// The decoded framing of an `.ext` world body's first section. /// The first section's 3-byte records (`[a,b,c]`), count taken from body byte 8. /// Whether the first section ended with the expected
ascending_triple_records	src/ext.rs	39	fn		UNVERIFIED	/// The records that are strictly-ascending index triples (`a<b<c`). In some worlds /// (venusia 79%, ekatomb3 71%) these dominate — consistent with triangle-mesh face /// connectivity there — but in 
ascending_triple_percent	src/ext.rs	49	fn		UNVERIFIED	/// The fraction (0..100) of records that are strictly-ascending triples — the /// diagnostic that varies per world (venusia ~79%, magnus ~0%).
max_index	src/ext.rs	58	fn		UNVERIFIED	/// The highest index referenced by any record (`+1` = the index space size), for /// locating/validating the following section.
NO_LINK	src/ext.rs	67	const		UNVERIFIED	"/// The ""no-link"" sentinel for a node reference. Cross-validated across 35/36 clean /// worlds: every `b`/`c` field is either a valid node index (`< count`) or exactly /// `0x3F` (63), which marks the"
record_links	src/ext.rs	79	fn		UNVERIFIED	/// The out-links of first-section record `i` — each 3-byte record holds up to three /// references to other nodes; a reference of `0` or [`Self::NO_LINK`] (0x3F) marks the /// absence of a link. Retu
links_are_valid	src/ext.rs	94	fn		UNVERIFIED	/// Whether every node reference is either a valid index (`< count`) or the /// [`Self::NO_LINK`] sentinel — the cross-world consistency check for the directed-node /// interpretation (holds for 35/36
ExtObject	src/ext.rs	108	struct	0x9240	ASM?	/// A world object record — the 10-byte entries in the section after the first table /// (`next_section`). Cross-validated across venusia/magnus/black: each world's initial /// object is `id=1, type=4
objects	src/ext.rs	119	fn		UNVERIFIED	/// Parse the object records (10-byte `[id, type, reserved, x, y]`) starting at /// [`Self::next_section`] from `data`, returning the non-empty (any field set) ones. // Bounded scan of the object-reco
parse_ext	src/ext.rs	153	fn		UNVERIFIED	/// Parse the framing of an `.ext` world body. Returns `None` if it isn't a world file. /// The first-section record count is body byte 8; records are 3 bytes each and the /// section is expected to e
GAME_FONT_WIDTH	src/font.rs	14	const	0x14D28,0x14FD8	DATA	/// Glyph width in pixels — 8, because a glyph ROW IS ONE BYTE. /// /// Not an immediate anywhere; it is the row table's layout. The rows start at /// `0x14D28` and run `DIALOGUE_FONT_GLYPH_COUNT * GA
GAME_FONT_HEIGHT	src/font.rs	15	const		TESTED	
GAME_FONT_LINE_HEIGHT	src/font.rs	16	const		UNVERIFIED	
GAME_FONT_SPACE_ADVANCE	src/font.rs	17	const		UNVERIFIED	
GameFontGlyph	src/font.rs	20	struct		DATA	
subtitle_draw_glyph	src/font.rs	31	fn	0x31D7	DATA	/// The glyph to blit for a subtitle character. Unknown glyphs fall back to '?' /// so garbage is visible, BUT a space (' ') draws NOTHING (returns None) — the /// game's `render_string` (BLOODPRG.EXE
cp437_byte	src/font.rs	47	fn		UNVERIFIED	/// CP437 code for `ch`, restricted to the range the font table covers (`0x00..0xAF`). /// /// The game's strings are CP437 bytes, and `GAME_FONT_CHAR_MAP` is indexed by that /// BYTE. A Unicode scala
cp437_string	src/font.rs	59	fn		TESTED	/// Decode game data (CP437) to a `String`. `String::from_utf8_lossy` is WRONG for /// these bytes: `0x82` is `é` in CP437 but an invalid UTF-8 lead byte, so it becomes /// U+FFFD and the character is
cp437_char	src/font.rs	66	fn		UNVERIFIED	/// CP437 byte -> Unicode scalar. ASCII is identity; `0x80..0xAF` is the span the /// font has glyphs for; above that the game has no glyph, so it maps to U+FFFD and /// stays visible rather than sile
game_font_glyph	src/font.rs	81	fn		DATA	
game_font_advance	src/font.rs	94	fn	0x31ce	DATA	// Unmapped -> advance 0 (the char is skipped, no pen movement), not a '?' or // space width — matches render_string's `js 0x31ce` skip.
game_font_drawn_width	src/font.rs	117	fn	0x27CD,0x3192,0x27cd,0x3215,0x31D3,0x31D7,0x31CE,0x31DE,0x91	ORACLE	/// The width the string draw REPORTS in `gs:0x27CD` — which is NOT the pen /// distance. The draw entry (`0x3192`) zeroes the accumulator, and only the /// glyph path adds to it (`add word gs:[0x27cd
GAME_FONT_CHAR_MAP	src/font.rs	141	const	0x14c22,0x14cd2,0x14d27,0x14d28,0x7802,0x14C22,0x31C8,0x31DE	DATA	// Extracted from BLOODPRG.EXE: // - ASCII to glyph index map: file offset 0x14c22 // - glyph advances: file offsets 0x14cd2..0x14d27 // - 8-byte glyph rows: file offset 0x14d28 /// ASCII/CP437 -> gly
GAME_FONT_WIDTHS	src/font.rs	156	const		DATA	
GAME_FONT_GLYPHS	src/font.rs	166	const		DATA	
draw_text_indexed	src/font.rs	257	fn		UNVERIFIED	/// Draw `text` into a `width`-stride indexed framebuffer at (`x`,`y`) in `color` /// using the game font (spaces advance without drawing). Clipped; returns end x.
BoldConsoleFont	src/font.rs	507	struct	0x145CA,0x71AA,0x1451A,0x70FA	ASM?	/// The BOLD console/tutorial subtitle font, loaded from the user's /// `BLOODPRG.EXE` (glyph bitmaps at file 0x145CA = DS:0x71AA, ascii->glyph map /// at file 0x1451A = DS:0x70FA; verified byte-ident
GLYPH_MAP_FILE_OFFSET	src/font.rs	515	const		UNVERIFIED	
GLYPHS_FILE_OFFSET	src/font.rs	516	const		UNVERIFIED	
ADVANCE	src/font.rs	517	const		UNVERIFIED	/// Load from a BLOODPRG.EXE image. Returns None if the file is too short.
load_from_exe	src/font.rs	520	fn		UNVERIFIED	/// Load from a BLOODPRG.EXE image. Returns None if the file is too short.
draw	src/font.rs	539	fn		UNVERIFIED	/// Draw `text` at (x, y) in palette index `color`, exactly as the game's /// console text renderer lays glyphs out (monospace 8).
SQUARE_CAPS_GLYPHS	src/font.rs	595	const	0x30CD,0x7362,0x7412,0x7802,0x78B2,0x7442,0x14862	DATA	/// The SQUARE-CAPITALS face used by the game's list menus and choice boxes /// (index-0xE8 text). /// /// EXTRACTED FROM THE BINARY, not harvested from captures. The face is the game's /// SECOND fon
SQUARE_CAPS_WIDTHS	src/font.rs	652	const	0x7412,0x14832	DATA	/// Per-glyph advances at `DS:0x7412` (file `0x14832`), indexed by glyph. /// /// The old code derived the advance from the bitmap as `rightmost_set_column + 1 + 2`. /// That heuristic is CORRECT — it
SQUARE_CAPS_CHAR_MAP	src/font.rs	657	const	0x7362,0x14782	DATA	/// CP437 -> square-caps glyph index, `DS:0x7362` (file `0x14782`). `0xff` = no glyph.
square_caps_glyph_index	src/font.rs	677	fn	0x7362	ASM?	/// Square-caps glyph index for a character, via the game's own xlat at `DS:0x7362`. /// /// The table FOLDS CASE itself (`'a'` and `'A'` both map to glyph 0) and maps space to /// glyph 47, so the po
square_caps_glyph	src/font.rs	685	fn		UNVERIFIED	
square_caps_advance	src/font.rs	691	fn	0x7412	ORACLE	/// This glyph's advance, from the game's width table at `DS:0x7412`.
square_caps_text_width	src/font.rs	713	fn	0x30CD,0x30FE,0x7442,0x84AD,0x84B3,0xAC6	ORACLE	/// Rendered pixel width of a square-caps string. /// /// This is the measure routine at `0x30CD` transcribed: `lodsb` / `xlatb` / /// `add dl, [di+glyph]` accumulating each glyph's width, then `sub a
draw_square_caps	src/font.rs	725	fn		UNVERIFIED	/// Draw square-capitals text (list menus / choice boxes) at (x, y) in `color`. /// /// Every glyph now comes from the binary table, so there is no longer a fallback into /// the thin built-in font — 
HandTri	src/gpu.rs	14	struct		INFRA	/// One textured triangle of a 3D asset in 320x200 virtual-screen space. /// Vertex layout: x, y (virtual screen), depth (game units), u, v (texel coords).
GpuPresenter	src/gpu.rs	16	struct		INFRA	
new	src/gpu.rs	105	fn		INFRA?	/// Create over an existing X11 (xcb) window. /// /// # Safety /// `xcb_conn` must be a live xcb_connection_t pointer outliving the presenter.
make_depth	src/gpu.rs	534	fn		INFRA	
resize	src/gpu.rs	549	fn		INFRA	
present	src/gpu.rs	558	fn		INFRA?	/// Present one frame: the palettized 320x200 background integer-scaled with /// letterboxing, then the hand triangles at full window resolution.
bytemuck_cast	src/gpu.rs	726	fn		INFRA	/// Plain-old-data cast for tightly-packed [f32; N] slices.
parse_palette_block	src/hnm.rs	10	fn	0x000A0E,0xFFFF	ASM?	// count is the exact number of RGB triples (0x000A0E6 `mul bh` = count*3); // the loop terminates only on the 0xFFFF word (checked above). count==0 is a // 0-entry block, NOT 256 — the old special ca
HnmFile	src/hnm.rs	43	struct		TESTED	
open	src/hnm.rs	51	fn		TESTED	
frame_count	src/hnm.rs	83	fn		TESTED	
decode_frame	src/hnm.rs	93	fn		TESTED	/// Decode frame `idx` into the framebuffer. Returns (sub_width, sub_height, mode). /// Updates palette from any 'pl' chunks in this frame's superchunk.
decode_character_frame	src/hnm.rs	102	fn		UNVERIFIED	
decode_frame_impl	src/hnm.rs	111	fn		UNVERIFIED	
raw	src/hnm.rs	231	fn		INFRA	
header_size	src/hnm.rs	234	fn		INFRA	
offset	src/hnm.rs	237	fn		UNVERIFIED	
frame_dims	src/hnm.rs	243	fn		TESTED	/// Parse frame `idx`'s video header (sub-width, sub-height, mode) without /// decompressing any pixel data — walks the typed chunks to the vhdr only.
band_y_origin	src/hnm.rs	281	fn	0x1fa7	ASM?	/// The letterbox-band screen origin for this clip: the game blits every frame at /// `stream_y + gs:[0x1fa7]`, where the base is the letterbox band top (row 0x23) /// in band mode and 0 for full-scre
LbmImage	src/lbm.rs	10	struct		DATA?	/// A decoded LBM: indexed pixels + a 256-entry RGB palette.
be_u32	src/lbm.rs	17	fn		UNVERIFIED	
decode_pbm	src/lbm.rs	22	fn		TESTED	/// Decode an IFF `PBM ` (chunky) image. Returns `None` if it isn't a PBM or is malformed.
decode_lbm	src/lbm.rs	27	fn		DATA?	/// Decode an IFF `ILBM` (planar) or `PBM ` (chunky) image — dispatches on the FORM type.
decode_iff	src/lbm.rs	35	fn		UNVERIFIED	// BMHD: w(2) h(2) x(2) y(2) nPlanes(1) masking(1) compression(1) ... // chunks are word-aligned (pad to even).
